text,label
"Security Update: A login attempt was detected on your Google Pay profile from a new device. If this wasn't you, secure your account instantly by verifying here: indiahrms-telegram.co",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 90655 99179) will reach you in 9 minutes.,ham
"Security Update: A login attempt was detected on your PhonePe profile from a new device. If this wasn't you, secure your account instantly by verifying here: verify-hdfc-pan.in",spam
"Security Update: A login attempt was detected on your Cred profile from a new device. If this wasn't you, secure your account instantly by verifying here: verify-hdfc-pan.in",spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by DTDC. Track here: zomato.link/t,ham
"Dear winner, your mobile number has selected for Rs 25 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 92337 53647 or visit bit.ly/update-kyc-now",spam
"Success! Your recharge of Rs.4,500 for Jio mobile +91 76551 23475 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: delivery-address-update.in,spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by BlueDart. Track here: amzn.in/d/3x7Fq,ham
Your verification code for LinkedIn is 308485. Team LinkedIn will never call or SMS you asking for this code.,ham
Your broadband bill for account 7249 is due on 25-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
"Alert: Rs.149 debited from your PNB A/c ending 8454 on Today towards UPI-Cred ref no 635517230979. Bal: Rs.4,320.50.",ham
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by India Post. Track here: delhivery.com/track,ham
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: linktr.ee/kbc-draw",spam
"Dear Customer, bill for your electricity consumer account 1282 has been generated. Amount Due: Rs.599. Due Date: 30-05-2026. Pay via your banking app.",ham
URGENT: Your Canara Bank NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit tinyurl.com/sbi-netsecure,spam
Alert! Your PNB debit card is blocked. Kindly click on delivery-address-update.in to update your KYC and resume services immediately.,spam
Your premium for LIC policy 5760 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: verify-hdfc-pan.in,spam
"Transaction Alert: Your ICICI Credit Card ending 7396 was used at IRCTC for Rs.15,000 on 19-05-2026. If not done by you, call +91 84052 50824.",ham
"You have a pending received request of Rs.2,500 on PhonePe from Airtel Offer. Click link to accept money: icici-security-alert.net",spam
"Your broadband bill for account 6515 is due on 05-06-2026. Avoid late payment charges by paying Rs.4,500 now.",ham
"Dear winner, your mobile number has selected for Rs 25 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 97134 17692 or visit delivery-address-update.in",spam
"Dear Customer, Your A/c ending 3106 has been credited with Rs.4,500 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: indiahrms-telegram.co",spam
"Dear Customer, bill for your electricity consumer account 4004 has been generated. Amount Due: Rs.15,000. Due Date: 25-05-2026. Pay via your banking app.",ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 9793 is overdue. Pay immediately via delivery-address-update.in to avoid court notice and legal action.",spam
"Success! Your recharge of Rs.4,500 for Jio mobile +91 96407 43660 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your premium for LIC policy 6921 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: paytm-cashback-reward.com,spam
"Security Update: A login attempt was detected on your Paytm profile from a new device. If this wasn't you, secure your account instantly by verifying here: paytm-cashback-reward.com",spam
"Dear BOB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: tinyurl.com/sbi-netsecure or your card will be permanently suspended.",spam
Your premium for LIC policy 8777 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: indiahrms-telegram.co,spam
Your verification code for Google is 450874. Team Google will never call or SMS you asking for this code.,ham
Your premium for LIC policy 7391 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: bit.ly/update-kyc-now,spam
Hi! Your order from Amazon containing your items has been dispatched and will be delivered today by India Post. Track here: swiggy.com/orders,ham
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: pnb-kyc-verification.org",spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: linktr.ee/kbc-draw,spam
"Alert: Rs.15,000 debited from your PNB A/c ending 9160 on 20-05-2026 towards UPI-GPay ref no 619919679909. Bal: Rs.84,100.25.",ham
Alert! Your PNB debit card is blocked. Kindly click on verify-hdfc-pan.in to update your KYC and resume services immediately.,spam
"Transaction Alert: Your HDFC Credit Card ending 4137 was used at Amazon India for Rs.4,500 on 20-05-2026. If not done by you, call +91 89120 50997.",ham
"Success! Your recharge of Rs.1,250 for Jio mobile +91 95316 18708 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Congratulations! You have won a cashback reward of Rs.10,000 from PhonePe. Click to claim directly into your bank account: icici-security-alert.net",spam
"Alert: Rs.149 debited from your SBI A/c ending 8370 on 20-05-2026 towards UPI-Google Pay ref no 750926934173. Bal: Rs.84,100.25.",ham
"Dear Customer, bill for your electricity consumer account 4666 has been generated. Amount Due: Rs.599. Due Date: 05-06-2026. Pay via your banking app.",ham
"Dear customer, your KYC update for Paytm is pending. Your wallet will be deactivated today. To complete verification, open: paytm-cashback-reward.com",spam
"Dear Customer, Your A/c ending 5250 has been credited with Rs.15,000 on Today by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
"Dear Customer, Your A/c ending 5842 has been credited with Rs.599 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: bit.ly/update-kyc-now",spam
"Alert: Rs.4,500 debited from your SBI A/c ending 5839 on 20-05-2026 towards UPI-Cred ref no 742370113077. Bal: Rs.84,100.25.",ham
"Security Update: A login attempt was detected on your PhonePe profile from a new device. If this wasn't you, secure your account instantly by verifying here: icici-security-alert.net",spam
"Dear SBI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: delivery-address-update.in or your card will be permanently suspended.",spam
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: tinyurl.com/sbi-netsecure,spam
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 1786 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear Customer, Your A/c ending 1063 has been credited with Rs.4,500 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
Your verification code for LinkedIn is 186469. Team LinkedIn will never call or SMS you asking for this code.,ham
Use OTP 420955 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: bit.ly/update-kyc-now",spam
"Dear Customer, your monthly statement for PNB Credit Card ending 4935 is generated. Total Due: Rs.149, Due Date: 30-05-2026.",ham
"Crypto Alert: Bitcoin is surging! Get 2,500 tokens free as a sign-up bonus today only. Claim your wallet here: icici-security-alert.net",spam
"Transaction Alert: Your Kotak Credit Card ending 9418 was used at D-Mart for Rs.1,250 on 18-05-2026. If not done by you, call +91 73626 20123.",ham
"Alert: Rs.599 debited from your ICICI A/c ending 1659 on Today towards UPI-Paytm ref no 856188109828. Bal: Rs.4,320.50.",ham
"Dear PNB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: pnb-kyc-verification.org or your card will be permanently suspended.",spam
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: linktr.ee/kbc-draw,spam
"Dear customer, your KYC update for PhonePe is pending. Your wallet will be deactivated today. To complete verification, open: bit.ly/update-kyc-now",spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: pnb-kyc-verification.org,spam
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: verify-hdfc-pan.in",spam
Your premium for LIC policy 8424 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: bit.ly/update-kyc-now,spam
"Dear Customer, bill for your electricity consumer account 5699 has been generated. Amount Due: Rs.4,500. Due Date: 05-06-2026. Pay via your banking app.",ham
"Dear customer, your DHL shipment tracking 9927 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
"Transaction Alert: Your Kotak Credit Card ending 8170 was used at IRCTC for Rs.149 on 20-05-2026. If not done by you, call +91 83758 95021.",ham
"Dear Customer, your monthly statement for ICICI Credit Card ending 8392 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear Customer, bill for your electricity consumer account 7412 has been generated. Amount Due: Rs.4,500. Due Date: 05-06-2026. Pay via your banking app.",ham
Hi! Your order from Amazon containing your items has been dispatched and will be delivered today by DTDC. Track here: flipkart.com/track,ham
"Security Update: A login attempt was detected on your Paytm profile from a new device. If this wasn't you, secure your account instantly by verifying here: pnb-kyc-verification.org",spam
"Alert: Rs.1,250 debited from your Kotak A/c ending 6660 on 18-05-2026 towards UPI-Cred ref no 637412530923. Bal: Rs.4,320.50.",ham
"You have a pending received request of Rs.5,000 on PhonePe from Airtel Offer. Click link to accept money: bit.ly/update-kyc-now",spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: indiahrms-telegram.co,spam
"Good News! Your loan of Rs.50,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: linktr.ee/kbc-draw",spam
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: linktr.ee/kbc-draw",spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by Delhivery. Track here: swiggy.com/orders,ham
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: tinyurl.com/sbi-netsecure",spam
"Do not share! OTP for your transaction of Rs.1,999 on BOB is 907101. If you did not do this, call customer care immediately at +91 77630 33123 or stop it via delivery-address-update.in",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Amit (+91 74200 30396) will reach you in 9 minutes.,ham
